measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.38149814909737995,0.4289109770114899,0.33129506507084994
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,16.43255161040761,19.4799496919705,13.124827916348128
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,20674.73895964418,28407.19158834894,13056.00689581696
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.10283755860911706,0.13785072134519122,0.06782567125463504
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,4.429130240810793,6.085646429009488,2.7969763042411935
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,13642.259893757406,32851.94741024372,3190.2673607583515
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.06792803102044669,0.1630762355062359,0.016183278492957667
DALYs (Disability-Adjusted Life Years),Southeast Asia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,2.9225687427726927,7.0378423654225495,0.6834480315029621
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Smoking,Number,1990,59816.51876053021,64689.34977015988,54501.43698345503
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.5183928435945133,0.5587410651843525,0.4727131636105173
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,48.64445740918949,52.607179169361814,44.32208501960979
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,4853.334401556269,9068.656481285872,1610.569911961079
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.1999817692180447,0.37061261229084064,0.06412930257034408
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,13.759028392569446,25.709314810135584,4.565907747833068
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Smoking,Number,1990,305908.59603590524,331954.7805406553,279089.4232116848
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.5087394421734043,0.549420833862838,0.46711913451938036
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,79.54103668282829,86.31345348963437,72.56763077970005
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,237042.80716922556,282761.3669607596,190760.5186674889
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.3942278057066764,0.4686626205831551,0.31411887917534176
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,61.63485062131074,73.52239379135521,49.60072913801071
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,134830.78663377115,250504.2511401438,41680.68947317129
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.22422886483318935,0.4183636281057848,0.06877845303507972
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,35.05812090469211,65.13503735215046,10.837633506584961
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,52133.2160575805,127152.58224884233,11481.64529463048
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.08670305974296248,0.21022153503377092,0.019168067609818
DALYs (Disability-Adjusted Life Years),Western Europe,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,13.55545448727144,33.06166724319317,2.9854079989704942
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Smoking,Number,1990,9698.802199433228,10782.749068154886,8583.635727663306
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.43664907901614936,0.4827061227815202,0.3911489939094085
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,47.830231262117685,53.17578098472522,42.33072017366267
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,8529.352186195594,10199.815605029022,6740.337551217171
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.3840423999750416,0.4606132143282202,0.30199521453550676
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,42.06301759671158,50.30100925741166,33.24038342366578
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,5689.643632262945,10182.004924418688,1850.1307749417879
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.25616545480593383,0.45652731765927307,0.08414967965415152
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,28.058822639570444,50.21317480579474,9.124032123863504
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,2363.139233897457,5661.468367741732,473.45853179486477
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.10644709683852283,0.2568623548977458,0.021453030785031
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,11.653964452280945,27.919874613802868,2.3348894639891147
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,176.90525593219905,269.65360551993155,101.60102325604709
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.007962322160680822,0.01217256409085543,0.004633686346186328
DALYs (Disability-Adjusted Life Years),Australasia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.8724189986280634,1.3298131096472812,0.501051608113888
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Both,All Ages,Esophageal cancer,Smoking,Number,1990,138157.44663420136,149110.2534640399,125920.87744967233
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.5665481983814457,0.6074955376678643,0.5243600467717662
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,79.62499270741833,85.93748027286064,72.57262777292668
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,31759.620431964282,40829.52490120464,23034.209371309684
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.18598380058739897,0.24033867542698537,0.13416597395243168
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,45.851532270669736,58.94580140257397,33.25461009776454
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,39632.19117272529,70991.53920714914,13103.35075792381
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.2319464115295614,0.4153134911022523,0.07708151231041821
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,57.217204355649514,102.49086124546584,18.91737690687788
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,29547.89047368397,50505.41786648729,10394.894862986288
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.17306294284580273,0.3001177505351992,0.06057597230015939
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,42.65844601281151,72.91493933656167,15.00716478276111
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,3478.525022027374,5161.890674941347,2026.139565548315
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.020367785305288707,0.03016508554331275,0.011814093168294064
DALYs (Disability-Adjusted Life Years),Central Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,5.021965002494064,7.452248913577583,2.925148424668168
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Number,1990,36924.87083127607,45033.5939979856,25600.43259034841
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.30252763197225724,0.3445373732382013,0.26545271357963074
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,10.702004212932898,13.052170578799455,7.419821146747264
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,3938.8888985025437,5635.147946095664,2239.6412952311503
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.03216616896579845,0.04354411004661025,0.021682597769169906
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,1.1416155192164847,1.633245444112278,0.6491194156519666
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,25026.50245597108,47285.53020086784,7515.721314581107
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.20538877191658134,0.3818769791243251,0.06540599905383329
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,7.253477904976675,13.704853450477602,2.178295532553308
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,8751.399070748928,21567.92487354358,1863.123456667382
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.07087413853555387,0.1680668477359155,0.016582747866705275
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,2.536434322334379,6.2510719107343435,0.5399925479381661
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,3326.2083394304036,5258.241221507768,1645.134619330592
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.026957979505596065,0.03885694683553041,0.016613334079222754
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.9640411695502882,1.5240058648364634,0.4768124364569189
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Smoking,Number,1990,2083.026060577375,2558.131900936932,1584.8636700604968
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.21076995201361198,0.25295642217034814,0.16950762355773602
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,5.456207820909202,6.700683946767609,4.151338149491058
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,1828.937790970569,2432.196668415017,1241.849236198575
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.1848878647394097,0.23984739375713507,0.12878816471963622
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,4.790657624458135,6.370813469571741,3.2528577741646947
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,2028.8632218302303,3879.1333356868577,652.9976257716746
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.20554341866832174,0.38657196077519085,0.0679226132888221
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,5.314335517932381,10.160870305510034,1.710439835679723
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,837.1855858220634,1965.5240111303074,171.13015353142015
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.08468442658663902,0.19970759238363578,0.017822626764586375
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,2.1928955318248287,5.1484269374629985,0.4482525205818672
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,38.16202816427824,56.18086282026597,24.00901707318753
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.0038563403876421642,0.005510026422947898,0.002460173873360713
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.09996032237540864,0.14715824679620004,0.0628884050978978
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,1234.5019502410112,1854.6908383820355,741.629823358527
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.007257246374246381,0.010781844244432204,0.0043564235169095454
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.807491912229639,1.2131595672145483,0.48510258255435773
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Smoking,Number,1990,16184.575381909499,18443.39082898836,13767.152714052145
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.33548821457910866,0.38148548404449656,0.28437985873664673
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,9.861235390747582,11.237527959584405,8.388303700904396
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,10126.878998635446,12619.050991820523,7607.7498734352575
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.2099440761949244,0.2623271671042462,0.15728018321198026
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,6.1702908616796845,7.688767193563976,4.635389593213037
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,10107.845580532987,19012.252168333136,3361.36047398599
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.20953496999289387,0.3928203299319493,0.0707709825597587
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,6.158693831064448,11.584134246101199,2.0480714559976256
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,3364.485521955385,9662.58166938245,460.859168024735
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.06978436433649457,0.20244535494364943,0.009553916253176318
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,2.0499755426298885,5.887395256016974,0.2808007396323682
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,380.12844238839904,551.4176677611437,233.38326271001026
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.007878272532330522,0.01140204531649587,0.00482754487828935
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.23161164013608923,0.33597788586333194,0.14220004143059348
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,312386.43105157616,839094.5700607237,50579.61583473951
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.06867119834837271,0.18241939702750787,0.012070471050397292
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,25.49810364104943,68.489915647193,4.128490095863735
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,800307.6050827183,1433076.831060159,251142.5254829051
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.17542590663759353,0.3004484994628788,0.05854732280104751
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,65.32398411296575,116.97288336421235,20.49915587524587
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,32630.891439145653,52160.1581574,17089.216231162038
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.0071427826381127435,0.011095317405312452,0.004131513912636159
DALYs (Disability-Adjusted Life Years),East Asia,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,2.663450678745383,4.257499642842452,1.394883270504571
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Number,1990,478.1661657171716,700.1032280943249,280.38368193693657
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Percent,1990,0.00414407340899864,0.006079353688872426,0.002432306663485012
DALYs (Disability-Adjusted Life Years),Central Europe,Both,All Ages,Esophageal cancer,Chewing tobacco,Rate,1990,0.38885803060295393,0.5693434249728075,0.22801581163250148
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Smoking,Number,1990,8664.091339571592,9829.009964848088,7541.158782114004
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.3567862065933038,0.3976500503765005,0.31141629924916675
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,24.562387190702296,27.864889576499706,21.37891379640141
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,5265.962135423088,6703.673105331138,3931.8102238001084
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.2168241016799067,0.2748972095904857,0.16229756954855815
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,14.928813170641742,19.004672037677608,11.146540507514471
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,24.50996764736728,30.977529624717864,18.30868007743858
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,33877.42544493497,63913.198739650215,10046.987127043794
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.19922394534621166,0.37910705904013564,0.05946535405034511
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,22.159338872333855,41.8058400449812,6.571768352232481
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,12012.681192814127,33338.64878027063,1811.0918109396735
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.07060612777847233,0.19417667647313105,0.010678176814928213
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,7.857535506927904,21.806923228818977,1.1846412955067456
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Smoking,Number,1990,691.5275231717553,992.8958772685722,473.35322362657706
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Smoking,Percent,1990,0.3779397197536567,0.4389455119887123,0.3064924684532707
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Smoking,Rate,1990,10.688517302938397,15.346583337024262,7.3163308062255
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Alcohol use,Number,1990,202.14857336936706,320.42763481015146,115.96112872220722
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Alcohol use,Percent,1990,0.1103690625759884,0.15615488761982282,0.06799188605839139
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Alcohol use,Rate,1990,3.124486664410245,4.9526536605503715,1.7923401300510973
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,High body-mass index,Number,1990,309.6015947448809,652.6102334035506,92.63163726612497
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,High body-mass index,Percent,1990,0.1701855502542391,0.33731083117621374,0.05198017986585927
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,High body-mass index,Rate,1990,4.7853221911835275,10.086996595327145,1.431750472023625
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,302.7614681219577,567.5985423954291,99.25244029698942
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Diet low in fruits,Percent,1990,0.16584002981321558,0.2907147295353603,0.057477912290220715
DALYs (Disability-Adjusted Life Years),Oceania,Both,All Ages,Esophageal cancer,Diet low in fruits,Rate,1990,4.679598544164988,8.773022964711902,1.5340841686350972
DALYs (Disability-Adjusted Life Years),Caribbean,Both,All Ages,Esophageal cancer,Diet low in fruits,Number,1990,1764.684985168379,5006.230230719453,247.4829739798288
